,System,Night,T_sececl,Tmid,Obs_start,Obs_end,Sunalt_start,Sunalt_mid,Sunalt_end,Airm_start,Airm_mid,Airm_end,Moon_dist,Timing,GoodCond,GoodCond_before,GoodCond_after
1523,HD 213885 b,2021-11-02,2459521.5699586538,2459521.6507726037,2459521.5882682465,2459521.713276973,-37.7,-48.42,-48.94,1.29,1.49,1.93,110.23,After,True,3.31,1.64
1524,HD 213885 b,2021-11-14,2459533.6672137543,2459533.586399877,2459533.523895593,2459533.6489041746,-18.75,-34.54,-44.91,1.24,1.37,1.66,61.74,Before,True,1.58,2.4
1525,HD 213885 b,2021-11-15,2459534.6753174276,2459534.594503566,2459534.5319992937,2459534.6570078516,-20.8,-36.05,-45.39,1.25,1.4,1.74,70.35,Before,True,1.76,2.14
1526,HD 213885 b,2021-11-16,2459535.6834208616,2459535.6026070183,2459535.5401027584,2459535.66511129,-22.79,-37.45,-45.69,1.27,1.45,1.83,79.32,Before,True,1.94,1.88
1527,HD 213885 b,2021-11-17,2459536.691524036,2459536.6107102125,2459536.5482059666,2459536.673214469,-24.73,-38.74,-45.82,1.29,1.49,1.94,88.43,Before,True,2.12,1.62
1528,GJ 1252 b,2021-05-27,2459362.7881063507,2459362.852005359,2459362.789509045,2459362.9145016954,-58.48,-38.14,-18.19,1.26,1.18,1.21,38.96,After,True,4.51,1.49
1529,GJ 1252 b,2021-05-28,2459363.8245156757,2459363.760616618,2459363.6981202755,2459363.8231129795,-86.85,-68.0,-47.58,1.66,1.33,1.2,33.62,Before,True,2.38,3.69
1530,GJ 1252 b,2021-05-29,2459364.8609259957,2459364.7970268647,2459364.734530453,2459364.8595232978,-76.55,-56.15,-35.86,1.43,1.23,1.18,32.71,Before,True,3.32,2.82
1531,GJ 1252 b,2021-05-30,2459365.8973373277,2459365.833438122,2459365.770941639,2459365.8959346283,-64.74,-44.36,-24.29,1.29,1.18,1.2,37.15,Before,True,4.26,1.95
1532,GJ 1252 b,2021-06-07,2459373.6704561887,2459373.7343558627,2459373.6718588984,2459373.796852847,-81.94,-77.18,-56.76,1.65,1.33,1.2,112.26,After,True,2.4,4.38
1533,GJ 1252 b,2021-06-08,2459374.706876755,2459374.7707765102,2459374.7082794663,2459374.833273576,-85.61,-65.33,-44.99,1.42,1.23,1.18,122.05,After,True,3.34,3.51
1534,GJ 1252 b,2021-06-09,2459375.743298497,2459375.807198336,2459375.74470121,2459375.8696954846,-73.92,-53.51,-33.34,1.28,1.18,1.2,131.21,After,True,4.28,2.64
1535,GJ 1252 b,2021-06-10,2459376.7797214305,2459376.71582153,2459376.6533243633,2459376.778318716,-75.83,-83.37,-62.99,1.73,1.37,1.21,138.31,Before,True,2.16,4.84
1536,GJ 1252 b,2021-06-10,2459376.7797214305,2459376.843621355,2459376.7811241453,2459376.9061185876,-62.07,-41.77,-21.87,1.21,1.18,1.27,139.21,After,True,5.22,1.77
1537,GJ 1252 b,2021-06-11,2459377.816145572,2459377.7522455854,2459377.6897483375,2459377.8147428553,-87.4,-71.57,-51.18,1.47,1.25,1.18,144.55,Before,True,3.1,3.97
1538,GJ 1252 b,2021-06-12,2459378.852570935,2459378.7886708616,2459378.726173529,2459378.8511682167,-80.14,-59.72,-39.46,1.31,1.19,1.19,147.53,Before,True,4.04,3.1
1539,GJ 1252 b,2021-06-13,2459379.8889975343,2459379.8250973723,2459379.762599954,2459379.887594814,-68.29,-47.93,-27.9,1.22,1.18,1.24,146.2,Before,True,4.98,2.23
1540,GJ 1252 b,2021-06-20,2459386.6258011474,2459386.689701775,2459386.627203878,2459386.7521996917,-66.84,-87.13,-72.06,1.72,1.36,1.21,78.93,After,True,2.18,5.51
1541,GJ 1252 b,2021-06-21,2459387.6622372726,2459387.7261379897,2459387.663640005,2459387.7886359966,-78.71,-80.63,-60.2,1.47,1.25,1.18,66.25,After,True,3.12,4.64
1542,GJ 1252 b,2021-06-22,2459388.698674715,2459388.762575524,2459388.700077449,2459388.8250736217,-88.62,-68.76,-48.4,1.31,1.19,1.19,54.07,After,True,4.07,3.77
1543,GJ 1252 b,2021-06-23,2459389.735113483,2459389.6712126043,2459389.6087144814,2459389.7337107467,-60.65,-81.07,-78.25,1.82,1.41,1.22,44.47,Before,True,1.94,5.96
1544,GJ 1252 b,2021-06-23,2459389.735113483,2459389.799014385,2459389.736516219,2459389.861512575,-77.33,-56.91,-36.71,1.22,1.18,1.25,43.26,After,True,5.01,2.9
1545,GJ 1252 b,2021-06-24,2459390.7715535853,2459390.7076526135,2459390.6451544017,2459390.770150847,-72.51,-86.68,-66.37,1.52,1.27,1.18,36.09,Before,True,2.88,5.09
1546,GJ 1252 b,2021-06-24,2459390.7715535853,2459390.8354545813,2459390.7729563233,2459390.8979528625,-65.46,-45.13,-25.16,1.18,1.21,1.36,35.34,After,True,5.95,2.03
1547,GJ 1252 b,2021-06-25,2459391.8079950293,2459391.744093963,2459391.6815956603,2459391.806592289,-84.33,-74.94,-54.53,1.34,1.2,1.18,32.43,Before,True,3.82,4.22
1548,GJ 1252 b,2021-06-26,2459392.8444378236,2459392.780536662,2459392.718038267,2459392.843035081,-83.47,-63.06,-42.76,1.24,1.18,1.23,34.69,Before,True,4.76,3.35
1549,GJ 1252 b,2021-06-27,2459393.880881976,2459393.8169807196,2459393.7544822306,2459393.879479232,-71.62,-51.23,-31.12,1.19,1.19,1.32,41.49,Before,True,5.7,2.48
1550,GJ 1252 b,2021-06-28,2459394.917327495,2459394.853426144,2459394.790927561,2459394.9159247484,-59.75,-39.48,-19.65,1.18,1.26,1.49,50.66,Before,True,6.64,1.6
1551,GJ 1252 b,2021-07-03,2459399.581349313,2459399.6452509817,2459399.5827520657,2459399.707749917,-51.65,-72.06,-86.75,1.8,1.4,1.22,98.89,After,True,1.97,6.61
1552,GJ 1252 b,2021-07-04,2459400.6178024122,2459400.6817041766,2459400.619205167,2459400.744203208,-63.48,-83.81,-75.2,1.51,1.27,1.18,109.11,After,True,2.91,5.73
1553,GJ 1252 b,2021-07-05,2459401.6542569264,2459401.7181587885,2459401.6556596835,2459401.780657917,-75.34,-83.61,-63.3,1.34,1.2,1.18,119.03,After,True,3.85,4.86
1554,GJ 1252 b,2021-07-06,2459402.6907128636,2459402.626810926,2459402.5643117665,2459402.689310104,-45.48,-65.86,-85.95,1.91,1.45,1.24,127.31,Before,True,1.72,7.05
1555,GJ 1252 b,2021-07-06,2459402.6907128636,2459402.754614825,2459402.692115623,2459402.817114051,-86.7,-71.83,-51.41,1.24,1.18,1.23,128.43,After,True,4.79,3.98
1556,GJ 1252 b,2021-07-07,2459403.7271702294,2459403.6632681936,2459403.60076894,2459403.725767468,-57.29,-77.7,-81.21,1.58,1.3,1.19,135.92,Before,True,2.66,6.17
1557,GJ 1252 b,2021-07-07,2459403.7271702294,2459403.791072291,2459403.728572991,2459403.8535716143,-80.31,-59.92,-39.6,1.18,1.2,1.33,136.89,After,True,5.73,3.11
1558,GJ 1252 b,2021-07-08,2459404.7636290304,2459404.699726894,2459404.637227545,2459404.7622262663,-69.15,-87.67,-69.37,1.38,1.21,1.18,142.91,Before,True,3.61,5.3
1559,GJ 1252 b,2021-07-08,2459404.7636290304,2459404.8275311915,2459404.765031794,2459404.890030611,-68.45,-48.05,-27.91,1.18,1.26,1.49,143.6,After,True,6.67,2.23
1560,GJ 1252 b,2021-07-09,2459405.8000892694,2459405.7361870324,2459405.673687586,2459405.7986865034,-80.92,-77.86,-57.45,1.26,1.18,1.21,147.03,Before,True,4.55,4.42
1561,GJ 1252 b,2021-07-10,2459406.8365509505,2459406.7726486134,2459406.7101490684,2459406.835148182,-85.83,-65.97,-45.57,1.19,1.19,1.29,146.98,Before,True,5.49,3.55
1562,GJ 1252 b,2021-07-11,2459407.8730140757,2459407.809111639,2459407.7466119956,2459407.871611305,-74.47,-54.05,-33.78,1.18,1.24,1.44,142.59,Before,True,6.43,2.67
1563,GJ 1252 b,2021-07-12,2459408.9094786444,2459408.8455761103,2459408.7830763687,2459408.908075872,-62.56,-42.18,-22.13,1.2,1.35,1.68,134.95,Before,True,7.37,1.79
1564,GJ 1252 b,2021-07-16,2459412.537115897,2459412.601018667,2459412.538518674,2459412.6635186784,-36.51,-56.85,-77.19,1.89,1.44,1.24,95.3,After,True,1.76,7.65
1565,GJ 1252 b,2021-07-17,2459413.5735868905,2459413.6374897575,2459413.57498967,2459413.6999898665,-48.29,-68.72,-86.3,1.57,1.29,1.19,83.04,After,True,2.7,6.77
1566,GJ 1252 b,2021-07-18,2459414.6100593237,2459414.673962289,2459414.611462105,2459414.7364624958,-60.16,-80.29,-77.55,1.37,1.21,1.18,70.7,After,True,3.64,5.89
1567,GJ 1252 b,2021-07-19,2459415.6465331945,2459415.7104362594,2459415.647935978,2459415.7729365644,-71.98,-84.84,-65.74,1.25,1.18,1.21,58.65,After,True,4.58,5.01
1568,GJ 1252 b,2021-07-20,2459416.6830085013,2459416.619105361,2459416.556605028,2459416.6816057153,-42.12,-62.54,-82.32,1.64,1.32,1.19,48.78,Before,True,2.46,7.16
