pl_name,pl_bmassj,pl_eqt,pl_imppar,pl_orbeccen,pl_orbincl,pl_orblper,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_projobliq,pl_radj,pl_trandep,pl_trandur,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,ra,dec,sy_hmag,sy_jmag,sy_kmag,sy_vmag,st_logg,st_mass,st_met,st_rad,st_radv,st_teff,st_vsin
"Kepler-134 c",0.00669,8.92000000000e+02,0.1400,0.000000,87.870,,10.10578500,0.00005300,-0.00005300,0.092000,,0.112,0.011160,2.0590000,2454968.507160,0.002960,-0.002960,284.7391156,49.5984448,10.9840000,11.2600000,10.9510000,12.3180000,4.31,1.06,-0.207,1.18,-27.16,5983.00,
"Kepler-1355 b",0.00859,1.44800000000e+03,0.3924,0.000000,86.630,,1.28958811,0.00000350,-0.00000350,0.022400,,0.130,0.028960,1.4219000,2454964.891610,0.002260,-0.002260,283.7414249,49.0679833,13.7180000,14.1800000,13.7480000,15.5950000,4.55,0.88,-0.040,0.83,,5352.00,
"Kepler-1513 b",0.17000,3.46000000000e+02,0.2840,0.000000,89.860,,160.88465087,0.00007718,-0.00007718,0.541600,,0.755,0.772950,10.7536000,2455110.504085,0.000379,-0.000379,289.7917561,39.2852655,11.3970000,11.7580000,11.3090000,13.0710000,4.46,0.99,0.140,0.97,,5617.00,
"Kepler-1370 b",0.01270,7.70000000000e+02,0.0843,0.000000,86.420,,20.26416840,0.00011110,-0.00011110,0.149500,,0.164,0.019180,4.2850000,2454968.282450,0.004750,-0.004750,284.5656897,41.7784781,12.4210000,12.6810000,12.3490000,13.7180000,4.29,1.19,0.050,1.29,,6202.00,
"Kepler-1360 b",0.03610,9.33000000000e+02,0.9400,0.000000,89.340,,40.52864130,0.00033280,-0.00033280,0.286600,,0.303,0.036070,10.5260000,2455001.028810,0.006510,-0.006510,300.3440482,45.6231826,12.6360000,12.8540000,12.5470000,14.0070000,4.09,1.51,0.060,1.83,,6778.00,
"Kepler-1367 b",0.00227,9.98000000000e+02,0.1115,0.000000,89.480,,1.57409027,0.00000524,-0.00000524,0.023600,,0.082,0.022490,1.5994000,2454964.862180,0.003110,-0.003110,288.4166786,47.8787308,12.8580000,13.5130000,12.7040000,16.0120000,4.68,0.62,-0.060,0.60,,4106.00,
"Kepler-1381 b",0.01790,6.49000000000e+02,0.1228,0.000000,89.740,,25.38426860,0.00017570,-0.00017570,0.172800,,0.201,0.058500,3.6380000,2454970.773420,0.004950,-0.004950,287.5357911,48.7277830,14.0380000,14.4390000,14.0220000,15.5790000,4.48,0.96,-0.100,0.94,,5747.00,
"Kepler-1383 b",0.00809,9.28000000000e+02,0.1320,0.000000,89.520,,13.90935830,0.00015520,-0.00015520,0.117900,,0.126,0.008680,6.6320000,2454975.881900,0.010500,-0.010500,297.9447714,42.1918449,12.3640000,12.6500000,12.3190000,13.8320000,4.23,1.26,0.030,1.44,,6370.00,
"Kepler-1371 c",0.00062,1.21600000000e+03,0.1974,0.000000,77.660,,2.00541269,0.00001065,-0.00001065,0.027400,,0.057,0.005950,1.7980000,2454966.245500,0.003930,-0.003930,288.8314251,47.5519753,12.1230000,12.5360000,12.0520000,14.0180000,4.55,0.87,-0.070,0.83,,5361.00,
"Kepler-1373 b",0.00521,1.88700000000e+03,0.0200,0.000000,87.840,,1.29123275,0.00000646,-0.00000646,0.024200,,0.103,0.006600,1.8760000,2454964.989380,0.004200,-0.004200,285.7520229,39.2491731,12.8530000,13.1210000,12.7890000,14.3280000,4.27,1.22,0.030,1.33,,6299.00,
"Kepler-1397 b",0.01130,5.51000000000e+02,0.0183,0.000000,89.970,,47.44995500,0.00075200,-0.00075200,0.260200,,0.153,0.020640,10.7470000,2455006.454000,0.012800,-0.012800,299.6758812,47.0758234,12.5170000,12.8490000,12.4680000,14.3240000,4.37,1.09,0.000,1.12,,6026.00,
"Kepler-1386 b",0.00651,1.01100000000e+03,0.1225,0.000000,85.980,,6.73972381,0.00007022,-0.00007022,0.068000,,0.111,0.014200,4.1060000,2454965.286500,0.007660,-0.007660,280.8233646,42.6360518,12.9190000,13.2110000,12.8700000,14.5970000,4.41,1.02,0.110,1.03,-45.53,5733.00,6.6000
"Kepler-1406 b",0.00430,8.54000000000e+02,0.3696,0.000000,85.670,,11.62905828,0.00006904,-0.00006904,0.098700,,0.098,0.008800,2.8460000,2454965.820380,0.004720,-0.004720,292.0818824,38.9149472,11.9080000,12.2270000,11.8800000,13.3900000,4.36,1.05,0.040,1.12,,5892.00,
"Kepler-1554 b",0.02750,2.88000000000e+02,0.4546,0.000000,89.770,,198.08877400,0.00245600,-0.00245600,0.631400,,0.259,0.102770,8.1210000,2455152.730610,0.008270,-0.008270,286.5760160,41.7415762,13.9320000,14.3670000,13.8140000,15.9300000,4.56,0.84,-0.100,0.81,,5297.00,
"Kepler-1536 b",0.03150,1.66000000000e+02,0.8750,0.000000,89.590,,364.75803100,0.00582000,-0.00582000,0.850700,,0.280,0.148150,13.0060000,2454968.461600,0.011300,-0.011300,291.5852554,45.7158742,12.6970000,13.3060000,12.5500000,15.4640000,4.64,0.71,0.050,0.67,,4434.00,
"Kepler-1420 b",0.00687,8.06000000000e+02,0.2077,0.000000,90.000,,6.69960006,0.00004500,-0.00004500,0.067100,,0.114,0.025370,2.7040000,2454967.147220,0.005280,-0.005280,296.2038586,42.7778165,13.9390000,14.3960000,13.7600000,15.8940000,4.57,0.82,-0.100,0.79,,5187.00,
"Kepler-1544 b",0.01200,2.69000000000e+02,0.5840,0.000000,89.797,,168.81117400,0.00127100,-0.00127100,0.542100,,0.159,0.061180,6.5000000,2455044.440850,0.005310,-0.005310,297.2852168,49.2124526,11.9850000,12.4800000,11.9030000,14.2870000,4.61,0.81,0.020,0.74,,4886.00,
"Kepler-1577 b",0.00474,1.12500000000e+03,0.5424,0.000000,87.710,,6.30560247,0.00003666,-0.00003666,0.065700,,0.101,0.022080,2.4680000,2454964.531130,0.004810,-0.004810,292.9552704,47.5730433,12.9360000,13.4910000,12.8620000,15.2280000,4.60,0.78,0.000,0.74,,4862.00,
"Kepler-1410 b",0.01200,2.90000000000e+02,0.4230,0.000000,89.750,,60.86616800,0.00051610,-0.00051610,0.254300,,0.159,0.071430,4.4200000,2455012.284980,0.006880,-0.006880,290.5102933,38.7435010,12.9060000,13.5860000,12.7670000,16.3190000,4.67,0.63,0.010,0.60,,4092.00,
"Kepler-1426 b",0.00961,7.97000000000e+02,0.3572,0.000000,85.330,,14.25632270,0.00019400,-0.00019400,0.118700,,0.139,0.020610,4.3890000,2454966.405000,0.010100,-0.010100,292.5457096,49.4168981,13.7340000,14.0320000,13.6450000,15.4640000,4.43,1.02,0.030,1.02,,5831.00,
"Kepler-1432 b",0.01750,7.09000000000e+02,0.3980,0.000000,89.330,,23.91090110,0.00027030,-0.00027030,0.169600,,0.198,0.029400,5.0550000,2454983.531600,0.010100,-0.010100,295.5241011,49.8295211,13.9500000,14.2680000,13.9700000,15.5940000,4.37,1.09,0.020,1.13,,6031.00,
"Kepler-1436 b",0.00714,1.00100000000e+03,0.3399,0.000000,75.520,,9.70571600,0.00016380,-0.00016380,0.090700,,0.117,0.014080,6.9220000,2454973.373100,0.013900,-0.013900,297.7115530,46.7679816,13.4280000,13.7500000,13.3580000,15.1190000,4.39,1.06,-0.010,1.09,,5972.00,
"Kepler-142 b",0.01450,1.59700000000e+03,0.4900,0.000000,84.560,,2.02415200,0.00000300,-0.00000300,0.032000,,0.178,0.023940,2.4890000,2455003.494680,0.000780,-0.000780,295.1190067,48.4813635,11.8010000,12.0920000,11.7620000,13.2770000,4.26,0.99,0.080,1.27,,5790.00,
"Kepler-150 b",0.00660,1.13100000000e+03,0.0800,0.000000,89.570,,3.42805400,0.00002600,-0.00002600,0.044000,,0.112,0.020640,2.3090000,2454965.367940,0.004160,-0.004160,288.2341025,40.5208970,13.4220000,13.8170000,13.3670000,15.1610000,4.47,0.94,-0.020,0.94,,5560.00,
"Kepler-1579 b",0.00164,1.13900000000e+03,0.2590,0.000000,81.860,,0.84990789,0.00000293,-0.00000293,0.014000,,0.075,0.013110,1.0925000,2454964.671780,0.002800,-0.002800,293.2880220,43.5149061,12.8550000,13.4390000,12.7440000,15.4900000,4.63,0.75,0.110,0.70,,4584.00,
"Kepler-15 b",0.66000,1.25100000000e+03,0.5540,0.060000,87.440,,4.94278200,0.00000130,-0.00000130,0.057140,,0.960,1.126500,3.5000000,2454969.328651,0.000084,-0.000096,296.2005506,49.1400304,12.2820000,12.5780000,12.2160000,13.8100000,4.46,1.02,0.360,0.99,-20.00,5515.00,2.0000
"Kepler-492 b",0.21000,6.60000000000e+02,0.6230,0.000000,88.670,,11.72012266,0.00000153,-0.00000153,0.093500,,0.856,0.976330,2.9965000,2454975.174098,0.000105,-0.000105,295.4967099,42.5379323,12.7090000,13.0950000,12.6560000,14.6440000,4.50,0.94,0.070,0.91,,5527.00,
"Kepler-1507 b",0.00164,6.30000000000e+02,0.0123,0.000000,89.800,,16.05062130,0.00014470,-0.00014470,0.123400,,0.075,0.009440,2.9390000,2454974.733230,0.006660,-0.006660,288.5616269,46.5361247,11.4610000,11.8660000,11.3860000,13.2670000,4.53,0.89,-0.030,0.85,-24.51,5410.00,
"Kepler-1428 b",0.01050,1.04900000000e+03,0.4030,0.000000,88.600,,10.67607169,0.00006093,-0.00006093,0.105900,,0.146,0.014180,4.5490000,2454973.592440,0.004870,-0.004870,297.6422563,49.5949580,12.1540000,12.4160000,12.1120000,13.7590000,4.28,1.28,0.350,1.36,,6184.00,
"Kepler-1453 b",0.02390,5.03000000000e+02,0.0280,0.000000,89.980,,47.16116960,0.00041760,-0.00041760,0.262000,,0.238,0.081610,4.0590000,2454983.253230,0.006090,-0.006090,286.1255037,47.9475586,14.0340000,14.3870000,13.9990000,15.6950000,4.48,0.97,0.010,0.94,,5665.00,
"Kepler-495 b",0.07490,1.20000000000e+03,0.0460,0.000000,89.750,,3.41303622,0.00000060,-0.00000060,0.042700,,0.467,0.386870,2.6075300,2454965.443088,0.000146,-0.000146,285.9307362,39.0981201,12.8590000,13.3140000,12.8100000,14.9420000,4.55,0.86,-0.070,0.83,,5346.00,
"Kepler-1438 b",0.00245,1.49000000000e+03,0.4104,0.000000,87.590,,2.31942009,0.00001702,-0.00001702,0.034600,,0.084,0.009640,1.6120000,2454964.935830,0.005870,-0.005870,289.2898190,40.6816262,13.2420000,13.5130000,13.1360000,14.9830000,4.46,0.97,0.200,0.96,,5530.00,
"Kepler-1465 b",0.01190,6.68000000000e+02,0.7850,0.000000,89.540,,31.82771110,0.00012190,-0.00012190,0.193900,,0.158,0.052000,1.5840000,2454967.598210,0.003320,-0.003320,289.8194222,51.9048541,12.1610000,12.7180000,12.0430000,14.7240000,4.62,0.75,-0.060,0.71,,4726.00,
"Kepler-1469 b",0.02590,5.51000000000e+02,0.4402,0.000000,89.320,,21.86353010,0.00012190,-0.00012190,0.146600,,0.250,0.097620,3.5820000,2454978.239990,0.004860,-0.004860,293.8213286,39.3913385,14.2280000,14.6310000,14.1190000,16.2388000,4.51,0.92,0.020,0.89,,5507.00,
"Kepler-1528 b",0.00859,1.54900000000e+03,0.0280,0.000000,89.760,,1.79111021,0.00000770,-0.00000770,0.029600,,0.130,0.016750,2.0980000,2454964.958090,0.003570,-0.003570,287.4029864,46.5740084,13.0670000,13.3970000,13.0320000,14.5760000,4.43,1.03,0.030,1.03,,5857.00,
"Kepler-1550 b",0.02950,3.48000000000e+02,0.2010,0.000000,89.980,,225.58280900,0.00384600,-0.00384600,0.768100,,0.269,0.075490,11.1810000,2455105.798030,0.009450,-0.009450,287.7646113,38.2947076,13.4900000,13.8120000,13.4270000,15.1070000,4.38,1.07,0.010,1.11,,5991.00,
"Kepler-1468 b",0.01150,1.09300000000e+03,0.1804,0.000000,89.940,,8.23984869,0.00003988,-0.00003988,0.081700,,0.154,0.025100,5.6170000,2454970.754570,0.003920,-0.003920,293.5198289,41.2773671,13.4970000,13.8450000,13.4580000,15.1110000,4.42,1.04,0.030,1.05,,5893.00,
"Kepler-153 c",0.02180,4.58000000000e+02,0.2900,0.000000,89.490,,46.90232000,0.00021500,-0.00021500,0.237000,,0.226,0.082130,3.8260000,2454987.306530,0.002660,-0.002660,282.4605020,48.2570293,12.4830000,12.9450000,12.4180000,14.3880000,4.45,0.83,-0.120,0.89,,5404.00,
"Kepler-1551 b",0.02380,7.22000000000e+02,0.5019,0.000000,87.790,,24.49736980,0.00020940,-0.00020940,0.177200,,0.237,0.044910,5.0810000,2454966.923070,0.006150,-0.006150,295.7855238,39.9078956,13.7830000,14.1000000,13.7700000,15.3710000,4.32,1.14,0.010,1.22,,6136.00,
"Kepler-1479 b",0.01260,7.46000000000e+02,0.0071,0.000000,89.860,,14.53261362,0.00004429,-0.00004429,0.117300,,0.163,0.032890,2.4079000,2454973.467840,0.002500,-0.002500,285.7119953,49.7067574,12.3420000,12.6670000,12.2560000,13.9140000,4.45,0.99,-0.020,0.98,,5796.00,
"Kepler-1483 b",0.00920,1.13100000000e+03,0.1430,0.000000,89.500,,9.50851560,0.00010530,-0.00010530,0.095800,,0.136,0.009790,4.3810000,2454973.558710,0.009340,-0.009340,295.4097409,42.1507935,13.1200000,13.3970000,13.0770000,14.5200000,4.24,1.25,0.040,1.40,,6337.00,
"Kepler-1526 b",0.02040,7.87000000000e+02,0.1110,0.000000,89.630,,3.90863200,0.00000740,-0.00000740,0.041800,,0.217,0.086720,1.8427000,2454966.929880,0.001530,-0.001530,285.1197266,38.8664618,13.2910000,13.9280000,13.2080000,15.9350000,4.62,0.73,-0.010,0.69,,4601.00,
"Kepler-1442 b",0.04610,5.22000000000e+02,0.9110,0.000000,87.530,,81.41629410,0.00020260,-0.00020260,0.403900,,0.351,0.066630,12.1444000,2454993.862660,0.002030,-0.002030,291.2556226,48.8469171,11.0310000,11.2150000,10.9670000,12.1140000,4.25,1.34,0.260,1.44,12.22,6394.00,
"Kepler-153 b",0.02790,6.21000000000e+02,0.0300,0.000000,89.980,,18.87022700,0.00003900,-0.00003900,0.129000,,0.261,0.109660,3.0750000,2455011.710460,0.001160,-0.001160,282.4605020,48.2570293,12.4830000,12.9450000,12.4180000,14.3880000,4.45,0.83,-0.120,0.89,,5404.00,
"Kepler-1494 b",0.03030,4.15000000000e+02,0.8866,0.000000,88.470,,91.08048200,0.00176900,-0.00176900,0.398200,,0.274,0.073860,9.6500000,2455046.758600,0.016300,-0.016300,282.6573891,43.1625334,13.7000000,14.0100000,13.5360000,15.3720000,4.48,0.96,0.010,0.94,,5659.00,
"Kepler-1566 b",0.00131,1.87100000000e+03,0.0776,0.000000,85.270,,0.53991524,0.00000135,-0.00000135,0.012100,,0.070,0.009700,1.1390000,2454964.551750,0.002120,-0.002120,283.5875459,40.5749018,12.4780000,12.9460000,12.4350000,14.5640000,4.56,0.84,-0.070,0.81,,5254.00,
"Kepler-186 b",0.00390,5.71000000000e+02,0.3000,0.000000,89.600,,3.88679070,0.00000620,-0.00000630,0.034300,,0.095,0.051420,1.8098000,2454966.330400,0.001300,-0.001300,298.6527360,43.9549884,11.8240000,12.4730000,11.6050000,15.1380000,4.77,0.48,-0.280,0.47,,3788.00,
